,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max response,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespirationType
446_Sch_TF,Shewanella gelidimarina,schoolfield two factor,Specific Growth Rate,0.8581569189928498,0.48261728277571636,288.46538103,3.5516062881570383,NA,288.5,282.3,292.2,6.05168889238,0.9659546692081017,-72.42906583950517,-63.76804328862915,2,False,28,4,446,194,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,gelidimarina,True,
446_Sch_OS,Shewanella gelidimarina,schoolfield simple,Specific Growth Rate,0.8581559372396257,0.4826184280673784,NA,3.5515895876602084,NA,288.5,282.3,292.2,6.05168704353,0.9659546695605781,-72.42906583213824,-63.768043281262216,3,False,28,4,446,194,"2005, David A. Ratkowsky and June Olley and Tom Ross, 'Unifying temperature effects on the growth rate of bacteria and the stability of globular proteins'. Journal of Theoretical Biology, 233(3),pp351-362",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,gelidimarina,True,
571_Sch_O,Sphaerospermopsis sphaerospermopsis aphanizomenoides,schoolfield,Specific Growth Rate,-0.9739958830272368,0.039354681591114216,NA,19.29938306002937,-2.6380200988,306.45,290.75,308.65,0.451377928756,0.9995912150083092,-79.36879934202996,-76.81270855027111,1,False,8,6,571,CT433,"Mehnert, G., Leunert, F., Cirés, S., Jöhnk, K. D., Rücker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",52.41,13.07,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Sphaerospermopsis,Sphaerospermopsis aphanizomenoides,True,
571_Sch_TF,Sphaerospermopsis sphaerospermopsis aphanizomenoides,schoolfield two factor,Specific Growth Rate,-2.255995142991592,0.37061430775735815,305.795730816,8.47112671916868,NA,305.75,298.75,308.15,0.537732316818,0.9012224602829538,-39.44709791616377,-37.04989020776459,2,False,8,4,571,CT433,"Mehnert, G., Leunert, F., Cirés, S., Jöhnk, K. D., Rücker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",52.41,13.07,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Sphaerospermopsis,Sphaerospermopsis aphanizomenoides,True,
571_Sch_OS,Sphaerospermopsis sphaerospermopsis aphanizomenoides,schoolfield simple,Specific Growth Rate,-2.255998074988332,0.3706154706214315,NA,8.470634614147999,NA,305.75,298.75,308.15,0.537729843545,0.901222520606902,-39.44709790204991,-37.04989019365073,3,False,8,4,571,CT433,"Mehnert, G., Leunert, F., Cirés, S., Jöhnk, K. D., Rücker, J., Nixdorf, B. & Wiedner, C. (2010). Competitiveness of invasive and native cyanobacteria from temperate freshwaters under various light and temperature conditions. J. Plankton Res., 32, 1009-1021.",52.41,13.07,Bacteria,Cyanophyta,Cyanophyceae,Nostocales,Nostocaceae,Sphaerospermopsis,Sphaerospermopsis aphanizomenoides,True,
148_Sch_O,Sphingobacterium sp. k112,schoolfield,Specific Growth Rate,-0.8599029357640694,4.5698150819006855e-09,NA,9.301531653076829,-1.83505756325,301.153,289.553,304.953,0.41257804462,0.9308454298520861,-65.69001290544209,-60.29566635692609,1,False,12,6,148,Mannisto_2002_K112,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,True,Aerobic
148_Sch_TF,Sphingobacterium sp. k112,schoolfield two factor,Specific Growth Rate,-2.558502005253112,0.5264000355012345,299.15804383,3.688231953210975,NA,299.153,292.953,302.953,0.463539267406,0.8606822721267016,-61.13242540024582,-56.70789215130582,2,False,12,4,148,Mannisto_2002_K112,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,True,Aerobic
148_Sch_OS,Sphingobacterium sp. k112,schoolfield simple,Specific Growth Rate,-2.5585108543340156,0.5264040965007446,NA,3.6881971487654015,NA,299.153,292.953,302.953,0.463539339553,0.8606822658344487,-61.13242534638698,-56.70789209744698,3,False,12,4,148,Mannisto_2002_K112,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,True,Aerobic
146_Sch_TF,Sphingomonas sp. k101,schoolfield two factor,Specific Growth Rate,-2.5548445152094907,0.3229484082082771,301.877703744,8.228486001854598,NA,301.881,294.081,304.381,0.275372447433,0.8763350895858719,-90.60265826089748,-85.4073716128212,1,False,14,4,146,Mannisto_2002_K101,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
146_Sch_OS,Sphingomonas sp. k101,schoolfield simple,Specific Growth Rate,-2.55485000815936,0.32295112613582444,NA,8.228199982753566,NA,301.881,294.081,304.381,0.275372075788,0.8763350865710301,-90.60265822212259,-85.4073715740463,2,False,14,4,146,Mannisto_2002_K101,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
146_Sch_O,Sphingomonas sp. k101,schoolfield,Specific Growth Rate,-1.2036458120613616,3.5855226232506254e-08,NA,15.591887421923058,-0.903343739895,303.081,291.281,305.181,0.264588014246,0.8979642120233092,-89.32092650134385,-82.84752519403705,3,False,14,6,146,Mannisto_2002_K101,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
153_Sch_TF,Sphingomonas sp. k6,schoolfield two factor,Specific Growth Rate,-132.30279570813215,49.15980116916859,292.14950566,50.034185754005215,NA,292.197,291.697,294.797,0.557280001,0.7396439056125894,-63.72118474929552,-58.52589810121923,1,True,14,4,153,Mannisto_2002_K6,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
153_Sch_OS,Sphingomonas sp. k6,schoolfield simple,Specific Growth Rate,-6.831647966166508,2.2094756527581,NA,3.359571532718732,NA,294.997,291.597,299.097,0.382835941801,0.6634570472730721,-61.405025270885446,-56.209738622809155,2,False,14,4,153,Mannisto_2002_K6,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
153_Sch_O,Sphingomonas sp. k6,schoolfield,Specific Growth Rate,-0.07282320787801727,2.421979078404135e-07,NA,1.2230996218588852,-47.2695513002,292.197,291.697,295.797,0.557280001,0.7345247559824994,-59.519709010693234,-53.046307703386425,3,True,14,6,153,Mannisto_2002_K6,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
154_Sch_O,Sphingomonas sp. k74,schoolfield,Specific Growth Rate,-2.0961824215376117,0.26986186576568205,NA,57.711241588719915,-5.0106723127,303.452,295.052,304.052,0.383722336671,0.9454736280991194,-82.18766578874283,-76.23302028651207,1,False,13,6,154,Mannisto_2002_K74,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
154_Sch_TF,Sphingomonas sp. k74,schoolfield two factor,Specific Growth Rate,-2.403676237452367,0.3578099084224423,302.26364051,13.321054006415883,NA,302.252,295.452,303.952,0.380145610656,0.8874212332993625,-76.72900437788476,-71.90425759057707,2,False,13,4,154,Mannisto_2002_K74,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
154_Sch_OS,Sphingomonas sp. k74,schoolfield simple,Specific Growth Rate,-2.4036786693049783,0.35781110101525004,NA,13.319949694979124,NA,302.252,295.452,303.952,0.380143831258,0.8874212844761753,-76.72900433623592,-71.90425754892823,3,False,13,4,154,Mannisto_2002_K74,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
156_Sch_TF,Sphingomonas sp. mt1,schoolfield two factor,Specific Growth Rate,-2.5753430833703463,0.3857819863744093,296.720231895,4.534801541724425,NA,296.74,289.54,300.24,0.255958534178,0.9713530005112595,-98.22738866215738,-93.80285541321737,1,False,12,4,156,Mannisto_2002_MT1,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
156_Sch_OS,Sphingomonas sp. mt1,schoolfield simple,Specific Growth Rate,-2.5753488484901674,0.38578531335822874,NA,4.534678982851263,NA,296.74,289.54,300.24,0.255958010572,0.9713530546156753,-98.22738864448954,-93.80285539554953,2,False,12,4,156,Mannisto_2002_MT1,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
156_Sch_O,Sphingomonas sp. mt1,schoolfield,Specific Growth Rate,-1.90218328756325,0.3826338238264436,NA,4.531653606736273,-0.00647326612958,296.74,289.54,300.24,0.255959101072,0.9713532231818803,-94.22737477275302,-88.83302822423703,3,False,12,6,156,Mannisto_2002_MT1,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,True,Aerobic
272_Sch_TF,Spiroplasma 277f,schoolfield two factor,Specific Growth Rate,-3.3621848831614223,1.1169806781995533,309.474736276,43.3966220231375,NA,309.45,307.15,310.05,8.84392629504,0.992212653557628,-13.2835917193274,-12.324794373187126,1,False,6,4,272,19,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
272_Sch_OS,Spiroplasma 277f,schoolfield simple,Specific Growth Rate,-3.3621848588133623,1.1169806724936038,NA,67.86739871647224,NA,309.65,307.45,310.05,9.15856942569,0.9922126508921238,-13.283591712225764,-12.32479436608549,2,False,6,4,272,19,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
272_Sch_O,Spiroplasma 277f,schoolfield,Specific Growth Rate,-3.171151366781006,1.072691471535392,NA,13.57212666757454,-17.4952946233,308.75,305.95,310.05,7.39147510981,0.9944070969710167,-11.22159704468152,-10.679280760085135,3,False,6,6,272,19,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
281_Sch_OS,Spiroplasma apis,schoolfield simple,Specific Growth Rate,-1.6040309816258034,1.0077593012329134,NA,4.279708965423152,NA,307.45,303.35,310.55,18.2974926784,0.9855963975725165,2.2391343395900654,5.225257226271164,1,False,9,4,281,28,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
281_Sch_TF,Spiroplasma apis,schoolfield two factor,Specific Growth Rate,-1.6040326481623657,1.007759736164247,307.485453549,4.279707761957936,NA,307.45,303.35,310.55,18.2974928966,0.9855963959863291,2.2391343400361317,5.22525722671723,2,False,9,4,281,28,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
281_Sch_O,Spiroplasma apis,schoolfield,Specific Growth Rate,0.8132375222866645,0.3186723107575645,NA,72.0734075011646,-2026.78736682,326.05,317.85,326.55,20.1684303253,0.4297726755009956,39.30836708618196,42.6889391275355,3,False,9,6,281,28,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
282_Sch_OS,Spiroplasma apis,schoolfield simple,Specific Growth Rate,-5.409131308896869,1.7974845743856043,NA,4.981684777130579,NA,307.65,304.75,310.15,14.9083993658,0.9768540017633301,2.765949459885281,4.4955002051618465,1,False,7,4,282,29,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
282_Sch_TF,Spiroplasma apis,schoolfield two factor,Specific Growth Rate,-5.40906732579408,1.7974696665518413,307.639739925,4.981673520478481,NA,307.65,304.75,310.15,14.9083619857,0.9768538945015429,2.7659494705689998,4.495500215845565,2,False,7,4,282,29,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
282_Sch_O,Spiroplasma apis,schoolfield,Specific Growth Rate,-4.73026941539572,1.8008405964764522,NA,4.982526845338175,-1.46979514456e-05,307.65,304.75,310.15,14.9143281033,0.9768742389274165,6.766066459581874,8.387437502969068,3,False,7,6,282,29,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
283_Sch_TF,Spiroplasma apis,schoolfield two factor,Specific Growth Rate,-2.0756181738447306,1.1339060871096942,307.464589279,1.67185604689162,NA,307.45,300.05,316.95,8.71576131354,0.9865700084350867,-8.39038198112236,-5.993174272723181,1,False,8,4,283,30,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
283_Sch_O,Spiroplasma apis,schoolfield,Specific Growth Rate,0.3072686981546362,0.35131706582085187,NA,182928.5737990285,-315.947528042,321.15,314.05,321.15,12.6463345218,0.7324213494759019,19.535016952403254,22.0911077441621,2,False,8,6,283,30,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
283_Sch_OS,Spiroplasma apis,schoolfield simple,Specific Growth Rate,-0.9082007226186637,0.6959309074300746,NA,76394.48499551244,NA,306.65,303.35,306.65,10.18316316,-0.330930721842579,30.37917765179518,32.77638536019436,3,False,8,4,283,30,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
284_Sch_O,Spiroplasma apis,schoolfield,Specific Growth Rate,2.5307351825209796,1.4534157211087972e-09,NA,10.100369004435908,-1.14462441665,306.65,300.45,308.85,9.04755909431,0.995699891879903,-11.746447862626368,-10.125076819239176,1,False,7,6,284,31,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
284_Sch_TF,Spiroplasma apis,schoolfield two factor,Specific Growth Rate,-0.9330688741201615,0.7417758776285363,304.653400912,4.826710935380587,NA,304.65,299.95,307.65,8.65213053808,0.990860393014771,-10.419985361169008,-8.690434615892443,2,False,7,4,284,31,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
284_Sch_OS,Spiroplasma apis,schoolfield simple,Specific Growth Rate,-0.9330702879251581,0.7417763792002983,NA,4.826703142015303,NA,304.65,299.95,307.65,8.6521290985,0.9908603932388136,-10.419985358415062,-8.690434613138496,3,False,7,4,284,31,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
285_Sch_TF,Spiroplasma apis,schoolfield two factor,Specific Growth Rate,-1.7951492000852072,0.9647482799054111,308.337054411,5.861169220356336,NA,308.35,304.55,310.75,14.8927365173,0.9855747593431984,-1.623170779921189,0.7740369284779902,1,False,8,4,285,32,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
285_Sch_OS,Spiroplasma apis,schoolfield simple,Specific Growth Rate,-1.7951462107435723,0.9647475571853084,NA,5.861169797457159,NA,308.35,304.55,310.75,14.8927333956,0.985574757416889,-1.6231707797737638,0.7740369286254154,2,False,8,4,285,32,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
285_Sch_O,Spiroplasma apis,schoolfield,Specific Growth Rate,-1.1026400667149376,0.9649005154320246,NA,5.860949608966307,-7.05381798194e-07,308.35,304.55,310.75,14.8933116943,0.9855751577202149,2.376832161829009,4.932922953587859,3,False,8,6,285,32,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,apis,True,Aerobic
316_Sch_OS,Spiroplasma bius-1,schoolfield simple,Specific Growth Rate,-1.8946850313743953,1.0132617464391513,NA,4.934533328405639,NA,309.55,305.55,312.35,18.741364013,0.9936539089897513,-3.8587131323140653,-1.4615054239148861,1,False,8,4,316,63,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
316_Sch_TF,Spiroplasma bius-1,schoolfield two factor,Specific Growth Rate,-1.894684149259094,1.013261531651418,309.508620809,4.9345342429041565,NA,309.55,305.55,312.35,18.7413638449,0.9936539095603862,-3.8587131322924844,-1.4615054238933052,2,False,8,4,316,63,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
316_Sch_O,Spiroplasma bius-1,schoolfield,Specific Growth Rate,-1.5749118474977737,0.9376826248296649,NA,5.204367866541545,-24.8198781188,309.65,305.55,312.45,18.6335634203,0.9956821588866708,-2.8518993302891644,-0.29580853853031464,3,False,8,6,316,63,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,True,Aerobic
300_Sch_TF,Spiroplasma cantharicola,schoolfield two factor,Specific Growth Rate,-2.6190341484749253,1.0645642630870698,305.137615836,5.030799975400489,NA,305.15,301.45,307.75,6.57243822374,0.9947913270499794,-16.94496943143726,-15.215418686160696,1,False,7,4,300,47,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
300_Sch_OS,Spiroplasma cantharicola,schoolfield simple,Specific Growth Rate,-2.619041689239147,1.0645668095374048,NA,5.030769466972042,NA,305.15,301.45,307.75,6.57243028747,0.9947913297438769,-16.944969418838788,-15.215418673562223,2,False,7,4,300,47,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
300_Sch_O,Spiroplasma cantharicola,schoolfield,Specific Growth Rate,1.3446884343215666,0.12685241724813368,NA,8.156206872466768,-176.245507875,305.25,304.75,308.55,6.65401310132,0.22480262184616195,25.490248318194624,27.111619361581816,3,False,7,6,300,47,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
301_Sch_OS,Spiroplasma cantharicola,schoolfield simple,Specific Growth Rate,-1.545835485523059,0.8237015059748127,NA,5.373504888565603,NA,304.05,299.85,306.75,6.3470200504,0.959684506492328,-2.732342622109833,-1.0027918768332675,1,False,7,4,301,48,"Meghnad Konai, Edward A. Clark, Mary Camp, Arthur L. Koeh, Robert F. Whitcomb (1996) Temperature Ranges, Growth Optima and Growth Rates of Spiroplasma (Spiroplasmataceae, class Mollicutes) Species. Current Microbiology 32 pp314-319",,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,cantharicola,True,Aerobic
