,index,ID,Strain,Model_name,Species,Reference,Trait,Latitude,Longitude,Kingdom,Phylum,Class,Order,Family,Genus,B0,B0_stderr,E,E stderr,T_pk,T_pk.stderr,E_D ,E_D.stderr,E_D_L,E_D_L stderr,Est.Tpk,Est.Tmin,Est.Tmax,Max response,Donor,Acceptor,Respiration.Type,R_Squared,AIC,BIC,Rank,Corrected,Optimal Conditions,Number of Data Points,Number of Variables
0,133,45.0, Enterococcus faecalis,schoolfield simple,enterococcus faecalis,"1996,  Thammavongs, B. et al, 'Physiological response of Enterococcus faecalis JH2-2 to cold shock : growth at low temperatures and freezing thawing challenge', Letters in Applied Microbiology 23 (398-402)",Specific Growth Rate,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,-0.5224160768266909,0.4822858218121671,0.8318099197792652,0.12739267951715383,NA,NA,2.668634616177101,0.3272982528394997,NA,NA,311.1159900000102,305.21599000000884,316.0159900000113,30.31369702861673,Glucose,Acetaldehyde,Fermentation,0.9297273973428151,45.39294379783888,52.371605165608834,1.0,False,True,20.0,4.0
1,134,45.0, Enterococcus faecalis,schoolfield two factor,enterococcus faecalis,"1996,  Thammavongs, B. et al, 'Physiological response of Enterococcus faecalis JH2-2 to cold shock : growth at low temperatures and freezing thawing challenge', Letters in Applied Microbiology 23 (398-402)",Specific Growth Rate,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,-0.5224753108817276,0.48239682038107157,0.8318316089560468,0.1274281439166232,311.0801887541053,1.025908788893312,2.668589438692723,0.3271064536263396,NA,NA,311.1159900000102,305.21599000000884,316.0159900000113,30.313843681823265,Glucose,Acetaldehyde,Fermentation,0.9297272983004128,45.39294380527259,52.37160517304254,2.0,False,True,20.0,4.0
2,135,45.0, Enterococcus faecalis,schoolfield,enterococcus faecalis,"1996,  Thammavongs, B. et al, 'Physiological response of Enterococcus faecalis JH2-2 to cold shock : growth at low temperatures and freezing thawing challenge', Letters in Applied Microbiology 23 (398-402)",Specific Growth Rate,,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,3.328843834047433,0.0,4.3392794701890836e-07,0.0,NA,NA,17.069014016391364,0.0,-150.6886972631224,0,312.4159900000105,304.6159900000087,320.71599000001237,27.906122964333854,Glucose,Acetaldehyde,Fermentation,0.7530734453221646,82.62705333361505,91.59717924849299,3.0,False,True,20.0,6.0
3,1132,396.0,Acetobacterium Z-4092,schoolfield two factor,acetobacterium z-4092,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,0.04815773203490732,0.0,0.5260314406633505,0.0,313.69770648926277,0,9.231947885955071,0.0,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9845201171195804,-10.089274839219012,-10.04208527704851,1.0,False,True,5.0,4.0
4,1133,396.0,Acetobacterium Z-4092,schoolfield simple,acetobacterium z-4092,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,0.04815771211889484,0.0,0.5260314483146846,0.0,NA,NA,6.570495549298597,0.0,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9845201170838837,-10.089274839122925,-10.042085276952424,2.0,False,True,5.0,4.0
5,1136,398.0,Acetobacterium Z-4290,schoolfield simple,acetobacterium z-4290,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-1.3266316964641822,0.26194072109826805,0.6426907119872152,0.10354221213135621,NA,NA,27.569644187499968,81430169.58146392,NA,NA,302.60700000000986,298.807000000009,303.50700000001007,3.6984704055060544,Na,Na,E1,0.9927393005403314,-24.725022149286566,-22.99547140401,1.0,False,True,7.0,4.0
6,1137,398.0,Acetobacterium Z-4290,schoolfield two factor,acetobacterium z-4290,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-1.3266316981253028,0.19556164999522652,0.6426907123623461,0.06010542770150463,302.6285833315701,,30.897053462254366,,NA,NA,302.60700000000986,298.907000000009,303.40700000001004,3.7102711459252578,Na,Na,E1,0.9927394814029806,-24.725021792612687,-22.99547104733612,2.0,False,True,7.0,4.0
7,1138,398.0,Acetobacterium Z-4290,schoolfield,acetobacterium z-4290,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-0.6333143852529224,10479.242264311666,0.6426256083891934,4694.454504577433,NA,NA,17.032161580707584,643480.3304312597,-0.00013231060153751084,8483.079684047201,302.60700000000986,298.707000000009,303.80700000001013,3.647418635920304,Na,Na,E1,0.9927391631331592,-20.724973515016238,-19.103602471629046,3.0,False,True,7.0,6.0
8,1134,397.0,Acetobacterium Z-4391,schoolfield two factor,acetobacterium z-4391,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,0.5595275401082681,0.0,0.1691673326309594,0.0,378.04961768895794,0,3.083188852565465,0.0,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9782089736912236,-20.833532908195938,-20.786343346025436,1.0,False,True,5.0,4.0
9,1135,397.0,Acetobacterium Z-4391,schoolfield simple,acetobacterium z-4391,"1995, O. R. Kotsyurbenko and M. V. Simankova and A. N. Nozhevnikova. Not Available and T. N. Zhilina and N. P. Bolotina and A. M. Lysenko and G. A. Osipov, 'New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov.'. Archives of Microbiology, 163(1),pp29-34",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,1.2521532987715267,6138.530160178302,0.1692483332533592,589.322100014771,NA,NA,0.00016291245095700901,1099.4625893354253,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9782089336602037,-20.833531953656735,-20.786342391486233,2.0,False,True,5.0,4.0
10,1123,392.0,Acetobacterium bakii ,schoolfield two factor,acetobacterium bakii,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,0.5704082938964007,0.0,0.16700331626328369,0.0,357.80367887466974,0,2.442346868702196,0.0,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9847783128861581,-22.6240254253345,-22.576835863164,1.0,False,True,5.0,4.0
11,1124,392.0,Acetobacterium bakii ,schoolfield simple,acetobacterium bakii,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,1.2626868278781926,2401.077393688025,0.1670929664838423,265.57005256432825,NA,NA,0.0001795646985338628,518.175860052953,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.984778303383057,-22.624024386918354,-22.576834824747852,2.0,False,True,5.0,4.0
12,1143,401.0,Acetobacterium carbinolicum ,schoolfield,acetobacterium carbinolicum,"Paarup, M et al (2006) Characterization of the psychrotolerant acetogen strain SyrA5 and the emended description of the species Acetobacterium carbinolicum. Antonie va Leewenhoek 89, 55-69",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-1.9625110230537792,inf,0.7085178669237838,inf,NA,NA,8.459402862281973e-05,inf,-3.8279381207222114,inf,NA,NA,NA,NA,Na,Na,E1,0.9992655757187675,-45.33452977763265,-44.79221349303627,1.0,False,True,6.0,6.0
13,1144,401.0,Acetobacterium carbinolicum ,schoolfield simple,acetobacterium carbinolicum,"Paarup, M et al (2006) Characterization of the psychrotolerant acetogen strain SyrA5 and the emended description of the species Acetobacterium carbinolicum. Antonie va Leewenhoek 89, 55-69",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-3.2386257890441725,0.5225288666557475,1.0624850732808748,1.2953514059883116,NA,NA,0.8915743816470385,2.2248653556945013,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9933419675595696,-35.90570883531471,-34.94691148917444,2.0,False,True,6.0,4.0
14,1145,401.0,Acetobacterium carbinolicum ,schoolfield two factor,acetobacterium carbinolicum,"Paarup, M et al (2006) Characterization of the psychrotolerant acetogen strain SyrA5 and the emended description of the species Acetobacterium carbinolicum. Antonie va Leewenhoek 89, 55-69",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-3.2809605606807755,0.5998179427871777,1.0448699972490756,1.0287140199804403,381.16827020163225,263359.72245577903,1.0450633964844647,3.2790612304641185,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9929304976465448,-35.58711634070251,-34.628318994562235,3.0,False,True,6.0,4.0
15,1127,394.0,Acetobacterium fimetarium ,schoolfield simple,acetobacterium fimetarium,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-1.2772088978141822,0.25744215721130664,0.6219443201200126,0.10150965941143203,NA,NA,23.231086171309535,7674188.565523193,NA,NA,302.9270000000099,298.927000000009,303.8270000000101,3.6263916431039966,Na,Na,E1,0.9923098640271294,-24.515451169543645,-22.78590042426708,1.0,False,True,7.0,4.0
16,1128,394.0,Acetobacterium fimetarium ,schoolfield two factor,acetobacterium fimetarium,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-1.2772088857063155,0.2574056212166282,0.6219443243622916,0.10148766238395676,302.88725618296604,9079.64869438997,21.05338867205184,1987372.009081133,NA,NA,302.9270000000099,298.927000000009,303.92700000001014,3.6182827652012595,Na,Na,E1,0.992309871205397,-24.515449267115898,-22.785898521839332,2.0,False,True,7.0,4.0
17,1129,394.0,Acetobacterium fimetarium ,schoolfield,acetobacterium fimetarium,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-0.5840596747443287,382.8278856373496,0.6219437509047469,142.75328076909992,NA,NA,16.095286618836614,207264.8552076318,-2.5325356868277638e-06,221.48439587755917,302.9270000000099,298.827000000009,304.2270000000102,3.5976503608594816,Na,Na,E1,0.9923097188407245,-20.515388161414783,-18.89401711802759,3.0,False,True,7.0,6.0
18,1125,393.0,Acetobacterium paludosum ,schoolfield simple,acetobacterium paludosum,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,0.07391478081090672,0.0,0.5094544516443129,0.0,NA,NA,7.987589677055002,0.0,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.983671625047235,-9.895021051696851,-9.84783148952635,1.0,False,True,5.0,4.0
19,1126,393.0,Acetobacterium paludosum ,schoolfield two factor,acetobacterium paludosum,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,0.07391487310615932,0.23346394614929264,0.5094544093176164,0.12770731080580727,318.02554980380853,7769682044277812.0,11.954998611791847,2744494869231138.0,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9836716251442106,-9.89502105169397,-9.847831489523468,2.0,False,True,5.0,4.0
20,1130,395.0,Acetobacterium tundrae ,schoolfield two factor,acetobacterium tundrae,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-3.186392343876529,0.0,1.4092242555260497,0.0,300.3393718529774,0,34.3344660305631,0.0,NA,NA,300.3300000000093,298.5300000000089,300.93000000000944,8.934392058172586,Na,Na,E1,0.9991327522620623,-28.389878684236344,-29.45840687863689,1.0,False,True,4.0,4.0
21,1131,395.0,Acetobacterium tundrae ,schoolfield simple,acetobacterium tundrae,"Nozhevnikova, AN, et al Temperature characteristics of methanogenic archaea and acetogenic bacteria isolated from cold environments. Water Science and Technology, 44, 41-48 ",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-3.1863924530323495,0.0,1.4092243075003994,0.0,NA,NA,169.24709061321494,0.0,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9991327525193893,-28.389878684236002,-29.45840687863655,2.0,False,True,4.0,4.0
22,1139,399.0,Acetobacterium tundrae ,schoolfield simple,acetobacterium tundrae,"2000, Maria V. Simankova and Oleg R. Kotsyurbenko and Erko Stackebrandt and Nadezhda A. Kostrikina and Anatoliy M. Lysenko and Georgiy A. Osipov and Alla N. Nozhevnikova, 'Acetobacterium tundrae sp. nov., a new psychrophilic acetogenic bacterium from tundra soil'. Archives of Microbiology, 174(6),pp440-447",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-1.4645217608278756,28.97271516197565,0.6893226100850303,9.579044324051047,NA,NA,0.4310604663913986,6.458880456625259,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9756128101124134,-24.76814497485303,-24.720955412682528,1.0,False,True,5.0,4.0
23,1140,399.0,Acetobacterium tundrae ,schoolfield two factor,acetobacterium tundrae,"2000, Maria V. Simankova and Oleg R. Kotsyurbenko and Erko Stackebrandt and Nadezhda A. Kostrikina and Anatoliy M. Lysenko and Georgiy A. Osipov and Alla N. Nozhevnikova, 'Acetobacterium tundrae sp. nov., a new psychrophilic acetogenic bacterium from tundra soil'. Archives of Microbiology, 174(6),pp440-447",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,-1.6594499094629214,6.774260164262802,0.5973696862748531,3.968745098924311,423.1494384075732,375441.9614801719,0.598957375980064,25.98501202173961,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9750899386387338,-24.661529777832158,-24.614340215661656,2.0,False,True,5.0,4.0
24,399,140.0,Acetogenium kivui,schoolfield,thermoanaerobacter kivui,"1981, Leigh J.H. et al, 'Acetogenium kivui, a New Thermophilic Hydrogen-Oxidizing, Acetogenic Bacterium', Arch Microbiol, 129 (275-280)",Specific Growth Rate,-2.34,29.11,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,2.0906159373115947,2.9925125089705746,7.412824809538421e-08,0.3964797387461097,NA,NA,14.072359004211378,10.424615713601517,-2.398104828281066,0.7296673938625279,340.37350000000725,334.0735000000058,342.6735000000078,7.187926900771044,Hydrogen,Oxygen,E1,0.9870814741292211,-8.245053599206969,-5.688962807448119,1.0,False,True,8.0,6.0
25,400,140.0,Acetogenium kivui,schoolfield simple,thermoanaerobacter kivui,"1981, Leigh J.H. et al, 'Acetogenium kivui, a New Thermophilic Hydrogen-Oxidizing, Acetogenic Bacterium', Arch Microbiol, 129 (275-280)",Specific Growth Rate,-2.34,29.11,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,-6.683002371191297,1.7745069859965212,1.06974743059037,0.22886623492379068,NA,NA,7.51906512384223,1.9494572464490985,NA,NA,339.5735000000071,335.57350000000616,341.9735000000076,7.748470081121756,Hydrogen,Oxygen,E1,0.9593176661968574,-2.8025777647779346,-0.40537005637875545,2.0,False,True,8.0,4.0
26,401,140.0,Acetogenium kivui,schoolfield two factor,thermoanaerobacter kivui,"1981, Leigh J.H. et al, 'Acetogenium kivui, a New Thermophilic Hydrogen-Oxidizing, Acetogenic Bacterium', Arch Microbiol, 129 (275-280)",Specific Growth Rate,-2.34,29.11,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,-6.683230455629921,1.7746932619397755,1.069778024782122,0.22888933917500676,339.5444024770205,0.6395962897858669,7.518929971000393,1.9487973456563614,NA,NA,339.5735000000071,335.57350000000616,341.9735000000076,7.748511509062557,Hydrogen,Oxygen,E1,0.9593172912383314,-2.8025777078998058,-0.4053699995006266,3.0,False,True,8.0,4.0
27,1151,404.0,Acetogenium kivui ,schoolfield two factor,thermoanaerobacter kivui,"Leigh, JA et al (1981) Acetogenium kivui, a New Thermophilic Hydrogen-Oxidizing, Acetogenic Bacterium. Arch Microbiol 129, 275-280",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,-13.681948392758922,24.761376981987027,2.092331422324918,3.841657567320664,372.7515444388057,32561.941748543428,2.093204866852058,1.6367621516697504,NA,NA,NA,NA,NA,NA,Na,Na,E1,0.9825296389085423,-4.2345833338206695,-4.187393771650168,1.0,False,True,5.0,4.0
28,1152,404.0,Acetogenium kivui ,schoolfield simple,thermoanaerobacter kivui,"Leigh, JA et al (1981) Acetogenium kivui, a New Thermophilic Hydrogen-Oxidizing, Acetogenic Bacterium. Arch Microbiol 129, 275-280",Specific Growth Rate,,,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,-11.0588877229041,21.107767919346923,1.7008786677221672,3.2790476392365653,NA,NA,2.043040954749465,7.009390333792274,NA,NA,344.9620000000083,336.46200000000636,352.0620000000099,8.974996045894361,Na,Na,E1,0.9800529673648218,-3.5560014689521555,-3.508811906781654,2.0,False,True,5.0,4.0
29,198,68.0,Acidianus brierleyi,schoolfield two factor,acidianus brierleyi,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",Time To Increase SO4 to 3000mg/L,44.42,-110.58,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-7.82095549391648,0.4279747128806207,0.6669483881381327,0.05439433093729093,349.4836530900251,0.60737766478933,3.430124535546911,0.5850678952601202,NA,NA,349.4493000000112,342.0493000000095,354.7493000000124,0.15719262251243735,Na,Sulfur,C19,0.9735024609626195,-178.8473179199427,-172.1251230241105,1.0,False,True,19.0,4.0
30,199,68.0,Acidianus brierleyi,schoolfield simple,acidianus brierleyi,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",Time To Increase SO4 to 3000mg/L,44.42,-110.58,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-7.820864792096244,0.42790467635245244,0.6669360908026847,0.05438563980195446,NA,NA,3.4303018675979313,0.5852532015106559,NA,NA,349.4493000000112,342.0493000000095,354.7493000000124,0.15719332547037676,Na,Sulfur,C19,0.9735024755312416,-178.8473179085467,-172.1251230127145,2.0,False,True,19.0,4.0
31,200,68.0,Acidianus brierleyi,schoolfield,acidianus brierleyi,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",Time To Increase SO4 to 3000mg/L,44.42,-110.58,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-1.9261990664915196,0.0,1.8500657672504417e-09,0.0,NA,NA,17.878992587702946,0.0,-1.2691597693000136,0,NA,NA,NA,NA,Na,Sulfur,C19,0.8923288240818118,-148.20324306170005,-139.59217020753496,3.0,False,True,19.0,6.0
32,201,69.0,Acidianus brierleyi,schoolfield,acidianus brierleyi,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",Time To Double Fe3+ concentration,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,0.8528315297581897,0.0,4.535513409287262e-09,0.0,NA,NA,12.270659963354714,0.0,-17.39731042982027,0,341.75570000000715,336.55570000000597,349.0557000000088,2.3460644269493947,Ferrous Iron,Oxygen,C19,0.9639544348319743,-31.177848644730133,-24.704447337423325,1.0,False,True,14.0,6.0
33,202,69.0,Acidianus brierleyi,schoolfield two factor,acidianus brierleyi,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",Time To Double Fe3+ concentration,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-17.49800370468922,5.437524959174048,2.2395081622982205,0.6868885230618271,342.4489992282396,0.912886189573767,4.196546225241898,0.4873640010811277,NA,NA,342.4557000000073,338.75570000000647,346.3557000000082,2.6823842292460736,Ferrous Iron,Oxygen,C19,0.8847744109008738,-25.07805653820722,-19.88276989013093,2.0,False,True,14.0,4.0
34,203,69.0,Acidianus brierleyi,schoolfield simple,acidianus brierleyi,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",Time To Double Fe3+ concentration,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-17.490830188723685,5.432408470859298,2.23858939642759,0.6862503978238922,NA,NA,4.196412393292242,0.4873599130338277,NA,NA,342.4557000000073,338.75570000000647,346.3557000000082,2.6823928632365988,Ferrous Iron,Oxygen,C19,0.8847753206135281,-25.078056309653405,-19.882769661577115,3.0,False,True,14.0,4.0
35,947,333.0,Acidianus brierleyi,schoolfield,acidianus brierleyi,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",Fe3+ Oxidation Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,0.8558365794073701,2.106674775169433,1.9203895140762484e-09,0.020708451422004625,NA,NA,10.872696342658134,5.673979943440761,-18.275592879081206,9.409754885781489,341.28230000000707,336.582300000006,348.9823000000088,2.3529845035575727,Na,Na,C19,0.9639704195756903,-31.240509656437183,-24.767108349130375,1.0,False,True,14.0,6.0
36,948,333.0,Acidianus brierleyi,schoolfield two factor,acidianus brierleyi,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",Fe3+ Oxidation Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-16.68972705322729,5.180662167825123,2.133205463958615,0.6536072758680754,342.7026692474525,0.9458045330031032,4.182188792501704,0.4998228615814343,NA,NA,342.6823000000074,338.8823000000065,346.5823000000083,2.6756219924571174,Na,Na,C19,0.8821764234714535,-24.81764412067818,-19.62235747260189,2.0,False,True,14.0,4.0
37,949,333.0,Acidianus brierleyi,schoolfield simple,acidianus brierleyi,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",Fe3+ Oxidation Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-16.67941628410541,5.173454362292841,2.1318838475754545,0.6527019550908546,NA,NA,4.182228334449612,0.5002420249154236,NA,NA,342.6823000000074,338.8823000000065,346.5823000000083,2.675670560068303,Na,Na,C19,0.8821779671762572,-24.817644076909552,-19.62235742883326,3.0,False,True,14.0,4.0
38,655,228.0,Acidianus infernus,schoolfield two factor,acidianus infernus,"Segerer, A. et al 1986, 'Acidianus infernus gen. nov. sp. nov. and Acidianus brierleyi comb. nov. : Facultatively Aerobic, Extremely Acidophilic Thermophilic Sulfur-Metabolizing Archaebacteria' INTERNATIONAL JOURNAL OF SYSTEMATIC BACTERIOLOGY 36 (559-564) ",Specific Growth Rate,,,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,-8.742758775291557,5.174757200195667,1.1400408611336528,0.6199459984187855,365.251915943928,4.4668620554655565,1.5438278621241173,0.2977122533298843,NA,NA,365.273500000009,353.7735000000064,381.5735000000127,8.375686256380678,Na,Sulfur,C19,0.984414565640829,-5.710908932933842,-4.752111586793568,1.0,False,True,6.0,4.0
